Industry,PRIORITY,Business Name,Phone,Notes,Web Status,Claimed?,Tech Stack,Email,Socials,Address,Rating,Website
Nail Salons,Low,Se Se Nail Spa,+1 845-617-6800,,Active,true,Squarespace,info@sesenailspa.com,"FB, IG","2656 Hylan Blvd 1st Floor, Ste 185, Staten Island, NY 10306, United States",4.7,https://www.sesenailspa.com/
Nail Salons,Low,M. STUDIO- Russian manicure | Icoone | Brows | laser,+1 929-507-4060,,Active,true,WordPress,mstudio.talks@gmail.com,"FB, IG","34 W 37th St, New York, NY 10018, United States",4.3,https://mstudio-nyc.com/
Nail Salons,Low,Nailauri,+1 347-881-2717,,Active,true,,,"FB, IG","43 W 33rd St fl 5 ste 507, New York, NY 10001, United States",4.3,https://www.instagram.com/_nailauri_/
Nail Salons,Low,NMN Nails Manhattan — Russian Manicure & Gel Studio near Grand Central,+1 347-435-5528,,Active,true,,,"FB, IG","211 E 43rd St, New York, NY 10017, United States",4.3,https://www.instagram.com/nailsmanhattan.natalia/?hl=en
Nail Salons,Low,Nail Lab & Spa,+1 917-265-8125,,Active,true,,ionicons@5.5.2,,"58 St Marks Pl, New York, NY 10003, United States",4.3,https://naillabnyc.com/
Nail Salons,Low,55 Street UV Nail & Spa,+1 646-767-0288,,Active,true,,uvnailspa55street@gmail.com,"FB, IG","141 E 55th St, New York, NY 10022, United States",4.3,https://www.uvnailspa.com/
Service Pro,Low,Chillhouse Soho Flagship,+1 347-537-5742,,Active,true,,,IG,"75 Varick St, New York, NY 10013, United States",4.3,http://chillhouse.com/
Nail Salons,Low,Aura Beauty Spa,+1 718-728-2322,,Active,true,,aurabeautyspanyc4214@gmail.com,IG,"42-14 Broadway, Queens, NY 11103, United States",4.3,https://book.squareup.com/appointments/uq8aitvcfqqge4/location/LH3MYE6J5MRQF/services?fbclid=PAb21jcAOgTsdleHRuA2FlbQIxMAABpwARO3fyraVhHDYT5IXkseZURj8JfNOCo1nTtmc5zcY_Sd9FcBPPB4d2NHK0_aem_6GhWy_IKY1cHHaNDgt6LcA&utm_source=ig&utm_medium=social&utm_content=link_in_bio
Nail Salons,Low,Say-It Nails,+1 929-559-0760,,Active,true,,sayitnail@gmail.com,,"5 W 37th St Suite 721, New York, NY 10018, United States",4.3,http://www.sayitnails.com/
Nail Salons,Low,RUSSIAN MANICURE l Nail studio,+1 929-428-6681,,Active,true,,,"FB, IG","40 W 38th St floor 5, New York, NY 10018, United States",4.3,https://www.instagram.com/russianmanicure_nyc/
Nail Salons,Low,JN Nail Bar,+1 212-695-5314,,Active,true,,phanainiem87@gmail.com,"FB, IG","2 W 32nd St Floor 6 (suite 601, New York, NY 10001, United States",4.3,https://jnnailbarnyc.com/
Nail Salons,Low,Forever Young Nail & Spa NYC,+1 212-755-4150,,Active,true,WordPress,forevernyc82@gmal.com,"FB, IG","665 Lexington Ave 2nd fl, New York, NY 10022, United States",4.3,https://foreveryoungnyc.com/
Nail Salons,Low,QQ Nails & Spa,+1 646-410-2684,,Active,true,Squarespace,user@domain.com,"FB, IG","253 E 49th St, New York, NY 10017, United States",4.3,http://www.qqnailspa.com/
Salons,Low,Sweety Salon NYC,+1 347-978-1003,,Active,true,Squarespace,amplitude-js-gtm@2.0.2,"FB, IG","39 W 32nd St #902, New York, NY 10001, United States",4.3,http://www.vagaro.com/sweetysalon
Nail Salons,Low,M&M studio nyc Nails and Eyelashes,+1 201-948-9924,,Active,true,,mmstudionyc@gmail.com,"FB, IG","45 W 29th St #201, New York, NY 10001, United States",4.3,http://www.mmstudionyc.com/
Nail Salons,Low,Golden Glow Spa,+1 212-202-0577,,Active,true,WordPress,,"FB, IG","668 6th Ave 2nd Floor, New York, NY 10010, United States",4.3,https://goldenglowspa.com/
Nail Salons,Low,Q TEN NAIL SPA,+1 917-261-7666,,Active,true,,qtennail43@yahoo.com,,"2020 Broadway, New York, NY 10023, United States",4.3,https://qtennailspa.com/
Service Pro,Low,Nams,+1 917-261-4801,,Active,true,,,"FB, IG","642 10th Ave, New York, NY 10036, United States",4.3,https://www.instagram.com/namsnailspa?igsh=MXk4eGZ6MzNmNGRk
Nail Salons,Low,Bed of Nails Beauty,+1 347-322-0185,,Active,true,,info@BedofNailsNYC.com,"FB, IG","42 W 38th St 6th Floor, New York, NY 10018, United States",4.3,https://book.squareup.com/appointments/l2crpt0cr8ylog/location/C852MRZS0ZK35/services/SWKDQGRMTW5YJDCWG346IC4Y
Nail Salons,Low,Spa Blue,+1 212-677-2392,,Active,true,Squarespace,bethgmccrea@gmail.com,FB,"125 4th Ave, New York, NY 10003, United States",4.3,https://www.spablueny.com/
Nail Salons,Low,Luxe Nails Bar Inc,+1 347-202-5220,,Active,true,,,"FB, IG","4116 White Plains Rd, Bronx, NY 10466, United States",4.6,https://www.instagram.com/luxenails_bronx?igsh=MnpqYmpidm9oYzYx
Nail Salons,Low,Crystal nails lounge Inc,+1 718-863-8568,,Active,true,,,"FB, IG","1356 White Plains Rd, Bronx, NY 10462, United States",4.6,https://www.instagram.com/crystalnails1356?igsh=YzU2NDlzd2Zvb2Yx
Nail Salons,Low,Lumi Nail Inc,+1 718-823-8848,,Active,true,,,FB,"1050 Morris Park Ave, Bronx, NY 10461, United States",4.6,https://www.myluminail.com/
Nail Salons,Low,Chloe Nails & Beauty,+1 929-316-2016,,Active,true,,,"FB, IG","436 E 149th St, Bronx, NY 10455, United States",4.6,https://www.instagram.com/chloenail_beauty?igsh=ZmFmMTlrN3dyN21j&utm_source=qr
Nail Salons,Low,Nikki's Nail Spa,+1 917-672-4792,,Active,true,Squarespace,amplitude-js-gtm@2.0.2,"FB, IG","1647 Crosby Ave, Bronx, NY 10461, United States",4.6,http://vagaro.com/nikkisnailspabx
Nail Salons,Low,J Nail Spa,+1 718-618-0515,,Active,true,,,"FB, IG","1378-1 Walton Ave, Bronx, NY 10452, United States",4.6,https://www.instagram.com/j_nailspa_official/
Nail Salons,Low,judith nails,+1 929-212-3834,,Active,true,,,"FB, IG","313 E 181st St, Bronx, NY 10457, United States",4.6,https://instagram.com/judithnails?igshid=179mj2yyvtb9o
Nail Salons,Low,L'amour Nail and Spa,+1 917-227-4443,,Active,true,WordPress,Lamournailspa88@gmail.com,FB,"68 Westchester Square, Bronx, NY 10461, United States",4.6,https://lamournailandspanyc.com/
Nail Salons,Low,Orange Nail Spa 250,+1 718-708-4936,,Active,true,,,"FB, IG","250 E Gun Hill Rd, Bronx, NY 10467, United States",4.6,https://www.facebook.com/kttnail/?fref=ts
Nail Salons,Low,Marigold Beauty Space,+1 347-763-0008,,Active,true,,hi@mystore.com,,"96 Henry St, Brooklyn, NY 11201, United States",4.8,https://my-business-107074-109291.square.site/
Nail Salons,Low,WHY NOT NAILS,+1 347-759-8777,,Active,true,WordPress,Info@whynotnails.us,"FB, IG","1637 E 17th St 3rd floor, Brooklyn, NY 11229, United States",4.8,https://whynotnails.us/en
Salons,Low,Nail Project | Non-Toxic Manicure & Pedicure Brooklyn | Nail Salon,+1 917-909-0142,,Active,true,,,IG,"138 7th Ave, Brooklyn, NY 11215, United States",4.8,http://www.nailproject.com/
Service Pro,Low,Free Edge Beauty Studio,+1 929-500-5175,,Active,true,Squarespace,user@domain.com,"FB, IG","603 Bergen St Suite 102E, Brooklyn, NY 11238, United States",4.8,http://freeedgebeautystudio.com/
Nail Salons,Low,Nail Top Club,+1 929-699-2099,,Active,true,WordPress,nailtopclub@gmail.com,"FB, IG","BY APPOINTMENT ONLY entrance from, 1326 Elm Ave, Brooklyn, NY 11230, United States",4.8,https://nailtopclub.com/
Nail Salons,Low,Ruchki da Nozhki Nail Lounge,+1 917-909-0481,,Active,true,Squarespace,user@domain.com,"FB, IG","381 Atlantic Ave, Brooklyn, NY 11217, United States",4.8,http://rdnsalon.com/
Salons,Low,Rika Nail Salon,+1 929-999-7922,,Active,true,Squarespace,amplitude-js-gtm@2.0.2,"FB, IG","299 Flatbush Ave, Brooklyn, NY 11217, United States",4.8,https://www.vagaro.com/rikanailsalon
Nail Salons,Low,Nail by honey spa,+1 718-587-2212,,Active,true,,,"FB, IG","325 Church Ave, Brooklyn, NY 11218, United States",4.8,http://instagram.com/nailbyhoneyspa
Nail Salons,Low,Brooklyn Nails & Spa,+1 917-909-1033,,Active,true,,brooklynnailsspa@gmail.com,FB,"416 Hooper St, Brooklyn, NY 11211, United States",4.8,http://www.brooklynnails.com/
Nail Salons,Low,Spa Ella,+1 718-795-8339,,Active,true,,info@snailzapp.com,"FB, IG","529 Grand St, Brooklyn, NY 11211, United States",4.8,https://snailzapp.com/spa-ella-ii
Nail Salons,Low,Nail Fairy,+1 929-575-1001,,Active,true,Squarespace,user@domain.com,"FB, IG","1302 Kings Hwy 5th floor 5 FL, Brooklyn, NY 11229, United States",4.8,http://nailfairy.art/
Service Pro,Low,Gates Beauty Lounge,+1 718-684-9464,,Active,true,,,"FB, IG","1103 Bedford Ave, Brooklyn, NY 11216, United States",4.8,https://www.instagram.com/gatebeautylounge/
Nail Salons,Low,Cobble Nails & Spa,+1 718-222-0021,,Active,true,WordPress,,"FB, IG","420 Clinton St, Brooklyn, NY 11231, United States",4.8,http://www.cobblenails.com/
Nail Salons,Low,Nails by Anastasia,+1 929-899-4510,,Active,true,,,"FB, IG","1938 Coney Island Ave, Brooklyn, NY 11230, United States",4.8,https://www.instagram.com/nails.by.anastasia.nyc?igsh=cnA1ejh6M3Z1d2cy&utm_source=qr
Service Pro,Low,liliandcata,+1 917-909-0421,,Active,true,Squarespace,user@domain.com,"FB, IG","72 Greenpoint Ave, Brooklyn, NY 11222, United States",4.8,https://www.liliandcata.com/
Salons,Low,Pure Nail Salon,+1 718-638-6394,,Active,true,,info@example.com,,"927 Fulton St, Brooklyn, NY 11238, United States",4.8,https://incho.top/pure-nail-salon-j009pr4
Nail Salons,Low,Reedchy Nail & Spa Livingston St 2fl,+1 917-909-0344,,Active,true,WordPress,,,"255 Livingston St #2Fl, Brooklyn, NY 11217, United States",4.8,http://www.reedchy.com/
Nail Salons,Low,miGak nail art table,+1 929-512-5075,,Active,true,Squarespace,user@domain.com,"FB, IG","646 Dean St #2A, Brooklyn, NY 11238, United States",4.8,https://www.migakny.com/
Nail Salons,Low,Millennial Nails,+1 718-443-0200,,Active,true,WordPress,,,"490A Jefferson Ave, Brooklyn, NY 11221, United States",4.8,http://www.millennialnails.com/
Service Pro,Low,Royal Beauty Studio,+1 929-585-8585,,Active,true,WordPress,grandestudio71@gmail.com,"FB, IG","107-29 71st Ave, Forest Hills, NY 11375, United States",4.8,https://royalbeauty.nyc/
Nail Salons,Low,DidiNailsNY Russian manicure,+1 917-517-2427,,Active,true,Squarespace,,,"87-11 Grand Ave 2nd floor, Queens, NY 11373, United States",4.8,https://www.didinailsny.com/
Nail Salons,Low,MG Nail & Beauty,+1 917-908-0277,,Active,true,,,IG,"133-16 39th Ave, Flushing, NY 11354, United States",4.8,https://mgnailbeauty.com/
Nail Salons,Low,Utopia Nail & Spa New York,+1 347-642-5348,,Active,true,Squarespace,utopiansny@gmail.com,"FB, IG","56-02 68th St, Maspeth, NY 11378, United States",4.8,http://www.utopiansny.com/
Nail Salons,Low,House of Nails By Natty,+1 718-459-9300,,Active,true,Squarespace,user@domain.com,"FB, IG","65-07 Woodhaven Blvd, Rego Park, NY 11374, United States",4.8,http://honbynatty.com/
Service Pro,Low,Your Wow Look,+1 551-358-8592,,Active,true,WordPress,info@yourwowlook.com,"FB, IG","97-13 64th Rd, Rego Park, NY 11374, United States",4.8,https://yourwowlook.com/
Nail Salons,Low,Gi Gi Nail Spa,+1 718-830-6293,,Active,true,,gigichenjun87@yahoo.com.hk,,"102-07 67th Dr, Forest Hills, NY 11375, United States",4.8,http://www.giginailsalon.com/
Service Pro,Low,Pink of Queens,+1 929-703-0303,,Active,true,WordPress,,"FB, IG","97-11 64th Rd, Rego Park, NY 11374, United States",4.8,http://pinkofqueens.com/
Nail Salons,Low,New nail story,+1 631-309-7113,,Active,true,,annapeng7103@gmail.com,,"78-10 Jamaica Ave, Woodhaven, NY 11421, United States",4.8,https://www.newnailstory.com/
Nail Salons,Low,Teotzin Nails,+1 646-247-6500,,Active,true,,,"FB, IG","94-18 Roosevelt Ave, Jackson Heights, NY 11372, United States",4.8,http://gelnailsjacksonheights.com/
Nail Salons,Low,Lush Garden Spa,+1 718-757-5889,,Active,true,,lushgardenspa@gmail.com,IG,"63-112 Woodhaven Blvd, Rego Park, NY 11374, United States",4.8,https://www.lushgardenspa.com/home
Nail Salons,Low,See You Nail Spa,+1 718-896-8887,,Active,true,,seeyounailspa@gmail.com,,"103-09 Queens Blvd, Forest Hills, NY 11375, United States",4.8,http://seeyounailspa.com/
Salons,Low,Ca’s Nail Salon & More,+1 917-957-2904,,Active,true,,,"FB, IG","20-12 College Point Blvd, Queens, NY 11356, United States",4.8,https://instagram.com/ca_nailsalon?igshid=MmIzYWVlNDQ5Yg==
Nail Salons,Low,Sweet sister nail and spa,+1 718-225-1347,,Active,true,,,,"42-10 Bell Blvd, Bayside, NY 11361, United States",4.8,https://www.sweetsisternailsandspa.com/
Nail Salons,Low,Anne Nails,+1 718-544-7056,,Active,true,,,"FB, IG","71-11 Austin St # A, Forest Hills, NY 11375, United States",4.8,https://instagram.com/new_annes_nails2019?igshid=YmMyMTA2M2Y=
Salons,Low,Maria Bonita Salon & Spa,+1 212-431-1520,,Active,true,Squarespace,user@domain.com,"FB, IG","199 Mott St FRNT A, New York, NY 10012, United States",4.8,http://www.mariabonitany.com/
Nail Salons,Low,I DO NAILS,+1 347-990-7182,,Active,true,,idonails.corp@gmail.con,,"1553 Forest Ave, Staten Island, NY 10302, United States",4.7,https://book.heygoldie.com/I-Do-Nails-8f410db7cdd0
Salons,Low,Elan Salon & Day Spa,+1 718-789-1700,,Active,true,Squarespace,user@domain.com,"FB, IG","147 7th Ave, Brooklyn, NY 11215, United States",4.7,http://www.elansalonandspa.com/
Salons,Low,Manhattan Nails Salon,+1 201-969-7640,,Active,true,,manhattannailssalon@gmail.com,"FB, IG","128 W 36th St. 3rd floor, New York, NY 10018, United States",4.8,https://manhattannailssalon.com/
Nail Salons,Low,Zara Nails NYC,+1 646-490-2323,,Active,true,Squarespace,user@domain.com,"FB, IG","109 W 38th St 9th Floor Suite 902, New York, NY 10018, United States",4.8,http://zaranails.com/
Nail Salons,Low,Nail WAH,+1 917-628-3373,,Active,true,Squarespace,amplitude-js-gtm@2.0.2,"FB, IG, IN","165 W 48th St 2nd Floor, New York, NY 10036, United States",4.8,https://www.vagaro.com/nailwah
Salons,Low,X nail bar | Nail Salon Manhattan | Nails Koreatown Midtown,+1 347-575-0387,,Active,true,,nailx2021@gmail.com,,"36 W 36th St. 1st floor, New York, NY 10018, United States",4.8,http://www.xnailsnyc.com/
Nail Salons,Low,Ambient Nails & Spa,+1 917-388-2681,,Active,true,,,,"601 10th Ave, New York, NY 10036, United States",4.8,http://www.ambientnailspa.com/
Nail Salons,Low,Aya Nail Studio - Flatiron,+1 347-986-8441,,Active,true,,hi@mystore.com,,"17 W 24th St ground floor, New York, NY 10010, United States",4.8,https://aya-nail-studio-inc.square.site/
Service Pro,Low,Polished NYC,+1 929-634-2823,,Active,true,,,"FB, IG","49 Nassau St 4th Floor, New York, NY 10038, United States",4.8,https://www.polished-nyc.com/
Nail Salons,Low,COLORVAT NYC - Exclusive Nail Studio,+1 917-504-6162,,Active,true,WordPress,colorvat@gmail.com,"FB, IN","223 W 79th St Suite #2, New York, NY 10024, United States",4.8,http://nyc.colorvat.com/
Nail Salons,Low,Serene Nail Club,+1 917-688-7008,,Active,true,Squarespace,user@domain.com,"FB, IG","38 W 32nd St #1309, New York, NY 10001, United States",4.8,https://www.serenenailclub.com/
Salons,Low,Yukie Natori New York Salon & Spa,+1 646-649-5324,,Active,true,WordPress,info@yukiebeauty.com,"FB, IG","39 W 56th St, New York, NY 10019, United States",4.8,https://yukienatori-newyork.com/
Nail Salons,Low,Say-It Nails 2 - Downtown,+1 929-729-3713,,Active,true,,sayitnail@gmail.com,,"139 Fulton St Rm 1009, New York, NY 10038, United States",4.8,https://www.sayitnails.com/
Nail Salons,Low,The Modern Nails Bar,+1 718-304-0388,,Active,true,WordPress,Nailsbiz@protonmail.com,"FB, IG","628 River Ave, Bronx, NY 10451, United States",4.8,https://modernnailsbar.com/
Nail Salons,Low,The Nail Box,+1 347-202-5097,,Active,true,,nailbox703@icloud.com,"FB, IG","705 A Nereid Ave, Bronx, NY 10466, United States",4.8,https://squareup.com/appointments/book/u01fop28983jrz/LJH58T3DQ4MS2/services
Salons,Low,Mary's Beauty Nail Salon LLC.,+1 646-706-8165,,Active,true,,,IG,"964 E 167th St, Bronx, NY 10459, United States",4.8,https://sites.google.com/view/marys-beauty-nail-salon/home
Painters,Low,NT Home Painting,+1 929-323-7505,,Active,true,WordPress,ntapia@nthomeconcepts.com,"FB, IG","43-07 31st Ave, Astoria, NY 11103, United States",5,http://nthomeconcepts.com/
Painters,Low,Paintworks & Decorating,+1 646-960-3699,,Active,true,WordPress,,"FB, IG","45-20 11th St, Long Island City, NY 11101, United States",5,http://www.paintworks.nyc/
Painters,Low,Pristine Painters,+1 347-618-7787,,Active,true,WordPress,support@pristinepaintersnyc.com,"FB, IG","91-48 88th Rd, Woodhaven, NY 11421, United States",5,https://www.pristinepaintersnyc.com/
Painters,Low,Roosevelt House Painters,+1 347-658-5452,,Active,true,,,,"111-19, 111-19 Roosevelt Ave, Corona, NY 11368, United States",5,https://www.roosevelthousepainters.com/
Painters,Low,Precision Painting Plus of Queens,+1 929-512-7670,,Active,true,WordPress,,,"118-35 Queens Blvd Office 427, Forest Hills, NY 11375, United States",5,https://quote.precisionpaintingplus.net/queens-painters-estimate/?utm_group=GMB&utm_source=GMB&utm_medium=organic&utm_campaign=Queens&force_utm=true
Painters,Low,ELIAS PAINTING AND MORE CORP,+1 347-659-2244,,Active,true,WordPress,eliaspaintingnyc@gmail.com,"FB, IG",,5,https://www.eliaspaintingnyc.com/
Construction,Low,Anchor Painting and Renovations,+1 347-857-8136,,Active,true,,anchorenovations@gmail.com,"FB, IG, IN","74-45 Yellowstone Blvd, Flushing, NY 11374, United States",5,https://www.anchorenovations.com/
Painters,Low,Paintman NYC,+1 212-695-0213,,Active,true,WordPress,info@paintman.nyc,,"47-20 Center Blvd apt 513, Long Island City, NY 11109, United States",5,https://paintman.nyc/
Painters,Low,Tenzin painters,+1 347-846-9446,,Active,true,,wweeiihhuuaanngg@gmail.com,,"41-47 56th St #1, Woodside, NY 11377, United States",5,http://tenzinpainter.com/
Painters,Low,Y & T Painters Jackson Heights,+1 347-658-5348,,Active,true,,,,"33-01 86th St, Jackson Heights, NY 11372, United States",5,https://www.ytpaintersjacksonheights.com/
Painters,Low,CS Painting and Wallpaper,+1 646-283-2555,,Active,true,WordPress,cspainting@live.com,"FB, IG","45-41 39th Pl #4E, Sunnyside, NY 11104, United States",5,http://www.wepaintny.com/
Painters,Low,"Painting Guys, Inc.",+1 646-773-4707,,Active,true,,info@usmapinformation.com,,"85-55 115th St, Richmond Hill, NY 11418, United States",5,https://usmapir.org/details/painting-guys-inc--ChIJAa3
Painters,Low,360° Painting of Central Queens,+1 347-797-3732,,Active,true,,,"FB, IG, IN",,5,https://www.360painting.com/central-queens/
Construction,Low,ABC Painting Contractors,+1 718-775-8774,,Active,true,WordPress,info@bronxsidewalkshed.com,FB,"5-45 47th Rd, Long Island City, NY 11101, United States",5,https://abcpaintingcontractors.com/
Painters,Low,FINE PAINTING NY,+1 718-708-1771,,Active,true,,,"FB, IG","12-44 Clintonville St #1C-25, Whitestone, NY 11357, United States",5,http://www.finepaintingny.com/
Painters,Low,AMERICAN PAINTING GROUP INC,+1 646-596-4053,,Active,true,,apg@americanpaintinggroup.com,"FB, IN","43-09 43rd St, Sunnyside, NY 11104, United States",5,http://www.americanpaintinggroup.com/
Painters,Low,Khan's Pro Painters,+1 347-574-6595,,Active,true,WordPress,info@khanspropainters.com,,,5,http://khanshomedesigns.com/
Painters,Low,M&E Painting LLC,+1 917-569-5546,,Active,true,,,IG,"Ridgewood, NY 11385, United States",5,http://mepaintingllc.com/
Painters,Low,S&P America Painting Company,,,Active,true,,,"FB, IG","30-91 48th St, Astoria, NY 11103, United States",5,https://www.instagram.com/snp_americapaintingcompany/
Painters,Low,Color Divine Painting Inc.,+1 516-200-6545,,Active,true,WordPress,,,"128-14 143rd St, Jamaica, NY 11436, United States",5,https://www.newyork-painters.com/
Painters,Low,Premier Painting Pros,+1 347-400-9740,,Active,true,"WordPress, Squarespace",Premierpainting.si@gmail.com,"FB, IG","182 Titus Ave, Staten Island, NY 10306, United States",5,https://www.premierpaintingpros.com/
Painters,Low,CertaPro Painters of Staten Island,+1 718-304-1227,,Active,true,WordPress,tgeoghan@certapro.com,,"77 Lincoln Ave 2nd Floor, Staten Island, NY 10306, United States",5,https://certapro.com/staten-island/landing-page/residential-gbp/?utm_source=google&utm_medium=organic&utm_campaign=gbp_landing
Painters,Low,"JMI Painting, LLC",+1 718-702-3061,,Has Website,true,,,,"403 Mosely Ave, Staten Island, NY 10312, United States",5,https://www.jmipainting.com/
Painters,Low,All Purpose Site Solution Painting & Cabinet Refinishing,+1 347-415-4504,,Active,true,,allpurposesitesolution@gmail.com,"FB, IG","76 Tenafly Pl, Staten Island, NY 10312, United States",5,https://allpurposesitesolution.com/
Painters,Low,WNB Handyman & Painter,+1 347-647-6912,,Active,true,,,,"855 Castleton Ave, Staten Island, NY 10310, United States",5,https://www.wnbhandymanpainter.com/
Painters,Low,Dubs Painting,+1 917-626-6475,,Active,true,WordPress,,FB,"5610 Amboy Rd, Staten Island, NY 10309, United States",5,http://www.dubspainting.com/
Construction,Low,Elegant Renovations & Painting,+1 718-666-8524,,Active,true,,,"FB, IG","286 Isabella Ave, Staten Island, NY 10306, United States",5,http://instagram.com/elegant.nyc
Painters,Low,Icon Painting Corporation,+1 718-981-8559,,Active,true,WordPress,,,"64 Major Ave, Staten Island, NY 10305, United States",5,https://iconpi.com/
Construction,Low,BP Interior & Contractor,+1 718-689-0871,,Active,true,,drilon@bp-interior.com,"FB, IG","1166 Bay St, Staten Island, NY 10305, United States",5,https://bp-interior.com/
Painters,Low,Precision Flooring & Painting,+1 718-801-1480,,Active,true,,intl-tel-input@18.2.1,FB,"93 Manila Ave, Staten Island, NY 10306, United States",5,https://precisionflooringandpainting.com/
Painters,Low,Handyman and painting solution,+1 929-427-9587,,Active,true,,,"FB, IG","142 Braisted Ave, Staten Island, NY 10314, United States",5,https://instagram.com/painting.wallpapering.nyc.nj
Construction,Low,Staten Island Contracting,+1 917-881-1543,,Has Website,true,,,,"58 Webster Ave, Staten Island, NY 10301, United States",5,http://sicontracting.com/
Construction,Low,nyc painting contractors Mez Diamond,,,Active,true,WordPress,nycpaintingcontractors@gmail.com,"IG, IN","176 Broadway M-E, New York, NY 10038, United States",5,http://nycpaintingcontractors.nyc/
Painters,Low,Manhattan Painters,+1 212-475-1700,,Active,true,Squarespace,info@manhattanpainters.com,FB,"96 Christopher St #3R, Manhattan, NY 10014, United States",5,http://www.manhattanpainters.com/?utm_source=plus
Painters,Low,Manhattan Painters For A Day,+1 917-237-8872,,Active,true,WordPress,,"FB, IN","126 Greenwich St, New York, NY 10013, United States",5,https://paintersforaday.com/manhattan/
Service Pro,Low,Interior Finishing NYC,+1 917-294-6271,,Active,true,WordPress,ipaintingnyc@gmail.com,"FB, IG",,5,https://www.interiorpaintingnyc.com/
Painters,Low,Precision Painting Plus of Manhattan,+1 646-542-0464,,Active,true,WordPress,,,"1325 6th Ave 28th floor Office #2859, New York, NY 10019, United States",5,https://quote.precisionpaintingplus.net/north-manhattan-painters-estimate/?utm_group=GMB&utm_source=GMB&utm_medium=organic&utm_campaign=Manhattan&force_utm=true
Painters,Low,Soho Painters,+1 917-284-8864,,Active,true,WordPress,hello@sohopainters.com,"FB, IG, IN","252 W 46th St, New York, NY 10036, United States",5,https://sohopainters.com/
Painters,Low,NYC Painters,+1 212-658-1055,,Active,true,Squarespace,user@domain.com,"FB, IN","99 Hudson St SUITE 512, New York, NY 10013, United States",5,https://www.nycpainters.com/
Painters,Low,You Point We Paint,+1 917-418-6413,,Active,true,,,,"3366 Decatur Ave, Bronx, NY 10467, United States",5,http://www.youpointwepaint.com/
Painters,Low,CutPro Painters,+1 516-603-1636,,Active,true,,,"FB, IG",,5,http://www.instagram.com/cutpropainters
Painters,Low,Bajaha Painting and Handyman Services,+1 917-909-2478,,Active,true,WordPress,,,"807 Freeman St, Bronx, NY 10459, United States",5,https://bajahapaintingandhandyman-ny.com/
Painters,Low,Bronx Painters,+1 914-677-1599,,Active,true,,,,,5,http://bronxpainter.com/
Painters,Low,Bhatti Contracting & Painting INC,+1 718-755-4199,,Active,true,,BConstruction199@gmail.com,"FB, IG","1500 Crosby Ave, Bronx, NY 10461, United States",5,http://www.bhatticonstruction.com/
Painters,Low,Shamrock Painting & Wallpapering,+1 646-379-1651,,Active,true,,,,,5,http://shamrockpaintingandwallpapering.com/
Construction,Low,Excellent Bronx Renovation | Drywall & Painting Experts,+1 917-705-4571,,Active,true,,ritiondogjani@hotmail.com,"FB, IG",,5,https://bronxrenovationdrywallandpaintingexperts.com/
Painters,Low,The Bronx Painting Company,+1 718-866-3263,,Active,true,WordPress,,"FB, IG, IN",,5,https://thebronxpaintingcompany.com/
Construction,Low,Ajrin Construction Inc.,+1 347-827-5656,,Active,true,WordPress,ajrinconstruction@gmail.com,"FB, IG, IN","1839 Yates Ave, Bronx, NY 10461, United States",5,https://www.ajrinconstruction.com/
Construction,Low,"In & Out Construction, LLC",+1 917-642-1804,,Active,true,WordPress,inandout2014@gmail.com,IG,"840 E 222nd St #1, Bronx, NY 10467, United States",5,https://inandoutnyc.net/
Construction,Low,GOLDEN TOUCH RENOVATION LLC,+1 347-520-8722,,Active,true,WordPress,goldentouchrenovation2015@gmail.com,"FB, IG","2077 Hering Ave 2 floor, Bronx, NY 10461, United States",5,https://goldentouchrenovationllc.com/
Painters,Low,"Quality Wet Paint, LLC",+1 917-403-5293,,Active,true,,bflores@qualitywetpaint.com,"FB, IG, IN","Bronx, NY 10473, United States",5,https://qualitywetpaint.com/?utm_campaign=gmb
Painters,Low,Precision Plaster And Painting,+1 929-355-7548,,Active,true,,wlogan422@gmail.com,FB,"450 E 134th St, Bronx, NY 10454, United States",5,https://precision-plaster-and-painting-1.ueniweb.com/?utm_campaign=gmb
Painters,Low,Painting Discount NY,,,Active,true,,,"FB, IG",,5,https://instagram.com/paintingdiscount
Painters,Low,Polanco flooring and painting,+1 347-205-8220,,Active,true,WordPress,polancoflooring@gmail.com,,"5680 Broadway, Bronx, NY 10463, United States",5,https://polancoflooringandpainting.com/
Construction,Low,Alliance General Construction Corp,+1 347-515-8989,,Active,true,WordPress,alliancegconstruction@gmail.com,"FB, IG","2561 Cruger Ave, Bronx, NY 10467, United States",5,https://allianceconstructionny.com/
Painters,Low,Bay Ridge Painting,+1 347-733-4266,,Active,true,,bayridgepainting199@gmail.com,"FB, IG","358 58th St #1, Brooklyn, NY 11220, United States",5,https://www.bayridgepaintings.com/
Painters,Low,Vecchio Painters & Designers Ltd.,+1 347-450-2119,,Active,true,,info@vecchiopainting.com,"FB, IG","1522 E 66th St, Brooklyn, NY 11234, United States",5,http://vecchiopainting.com/
Painters,Low,Altan 03 Inc.Brooklyn Painter,+1 551-218-8405,,Active,true,,colorhouse1987@gmail.com,IG,"8411 21st Ave, Brooklyn, NY 11214, United States",5,https://brooklyn-painter.com/
